ID,Transaction,,,,,,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7
438,"olives, bourbon, coke, turkey, ice_crea, artichok, apples",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,apples
439,"avocado, cracker, artichok, heineken, ham, corned_b, chicken",,,,,,,avocado,cracker,artichok,heineken,ham,corned_b,chicken
440,"olives, bourbon, coke, turkey, ice_crea, peppers, chicken",,,,,,,olives,bourbon,coke,turkey,ice_crea,peppers,chicken
441,"baguette, sardines, apples, peppers, avocado, chicken, artichok",,,,,,,baguette,sardines,apples,peppers,avocado,chicken,artichok
442,"baguette, soda, hering, cracker, heineken, bourbon, peppers",,,,,,,baguette,soda,hering,cracker,heineken,bourbon,peppers
443,"olives, bourbon, coke, turkey, ice_crea, peppers, chicken",,,,,,,olives,bourbon,coke,turkey,ice_crea,peppers,chicken
444,"hering, corned_b, olives, ham, turkey, peppers, cracker",,,,,,,hering,corned_b,olives,ham,turkey,peppers,cracker
445,"baguette, hering, avocado, artichok, heineken, apples, peppers",,,,,,,baguette,hering,avocado,artichok,heineken,apples,peppers
446,"soda, olives, bourbon, cracker, heineken, corned_b, ham",,,,,,,soda,olives,bourbon,cracker,heineken,corned_b,ham
447,"baguette, hering, avocado, artichok, heineken, steak, apples",,,,,,,baguette,hering,avocado,artichok,heineken,steak,apples
448,"hering, corned_b, apples, olives, steak, cracker, ice_crea",,,,,,,hering,corned_b,apples,olives,steak,cracker,ice_crea
449,"hering, corned_b, olives, ham, turkey, soda, cracker",,,,,,,hering,corned_b,olives,ham,turkey,soda,cracker
450,"baguette, hering, avocado, artichok, heineken, bordeaux, soda",,,,,,,baguette,hering,avocado,artichok,heineken,bordeaux,soda
451,"soda, olives, bourbon, cracker, heineken, corned_b, apples",,,,,,,soda,olives,bourbon,cracker,heineken,corned_b,apples
452,"avocado, cracker, artichok, heineken, ham, turkey, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,turkey,ice_crea
453,"baguette, sardines, apples, peppers, avocado, chicken, steak",,,,,,,baguette,sardines,apples,peppers,avocado,chicken,steak
454,"soda, olives, bourbon, cracker, heineken, hering, chicken",,,,,,,soda,olives,bourbon,cracker,heineken,hering,chicken
455,"corned_b, peppers, bourbon, cracker, chicken, soda, hering",,,,,,,corned_b,peppers,bourbon,cracker,chicken,soda,hering
456,"sardines, heineken, chicken, coke, ice_crea, ham, avocado",,,,,,,sardines,heineken,chicken,coke,ice_crea,ham,avocado
457,"baguette, sardines, apples, peppers, avocado, cracker, heineken",,,,,,,baguette,sardines,apples,peppers,avocado,cracker,heineken
458,"baguette, hering, avocado, artichok, heineken, olives, cracker",,,,,,,baguette,hering,avocado,artichok,heineken,olives,cracker
459,"avocado, cracker, artichok, heineken, ham, corned_b, bourbon",,,,,,,avocado,cracker,artichok,heineken,ham,corned_b,bourbon
460,"olives, bourbon, coke, turkey, ice_crea, bordeaux, apples",,,,,,,olives,bourbon,coke,turkey,ice_crea,bordeaux,apples
461,"soda, olives, bourbon, cracker, heineken, bordeaux, avocado",,,,,,,soda,olives,bourbon,cracker,heineken,bordeaux,avocado
462,"corned_b, peppers, bourbon, cracker, chicken, ham, hering",,,,,,,corned_b,peppers,bourbon,cracker,chicken,ham,hering
463,"corned_b, peppers, bourbon, cracker, chicken, soda, sardines",,,,,,,corned_b,peppers,bourbon,cracker,chicken,soda,sardines
464,"olives, bourbon, coke, turkey, ice_crea, sardines, steak",,,,,,,olives,bourbon,coke,turkey,ice_crea,sardines,steak
465,"sardines, heineken, chicken, coke, ice_crea, bourbon, artichok",,,,,,,sardines,heineken,chicken,coke,ice_crea,bourbon,artichok
466,"soda, olives, bourbon, cracker, heineken, peppers, apples",,,,,,,soda,olives,bourbon,cracker,heineken,peppers,apples
467,"avocado, cracker, artichok, heineken, ham, sardines, peppers",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,peppers
468,"hering, corned_b, apples, olives, steak, cracker, peppers",,,,,,,hering,corned_b,apples,olives,steak,cracker,peppers
469,"hering, corned_b, apples, olives, steak, ice_crea, soda",,,,,,,hering,corned_b,apples,olives,steak,ice_crea,soda
470,"hering, corned_b, olives, ham, turkey, bordeaux, peppers",,,,,,,hering,corned_b,olives,ham,turkey,bordeaux,peppers
471,"baguette, soda, hering, cracker, heineken, steak, corned_b",,,,,,,baguette,soda,hering,cracker,heineken,steak,corned_b
472,"olives, bourbon, coke, turkey, ice_crea, steak, soda",,,,,,,olives,bourbon,coke,turkey,ice_crea,steak,soda
473,"olives, bourbon, coke, turkey, ice_crea, baguette, apples",,,,,,,olives,bourbon,coke,turkey,ice_crea,baguette,apples
474,"baguette, soda, hering, cracker, heineken, olives, apples",,,,,,,baguette,soda,hering,cracker,heineken,olives,apples
475,"hering, corned_b, olives, ham, turkey, bordeaux, baguette",,,,,,,hering,corned_b,olives,ham,turkey,bordeaux,baguette
476,"hering, corned_b, apples, olives, steak, chicken, coke",,,,,,,hering,corned_b,apples,olives,steak,chicken,coke
477,"baguette, sardines, apples, peppers, avocado, soda, coke",,,,,,,baguette,sardines,apples,peppers,avocado,soda,coke
478,"sardines, heineken, chicken, coke, ice_crea, bordeaux, turkey",,,,,,,sardines,heineken,chicken,coke,ice_crea,bordeaux,turkey
479,"hering, corned_b, apples, olives, steak, chicken, ham",,,,,,,hering,corned_b,apples,olives,steak,chicken,ham
480,"baguette, soda, hering, cracker, heineken, peppers, coke",,,,,,,baguette,soda,hering,cracker,heineken,peppers,coke
481,"soda, olives, bourbon, cracker, heineken, ham, baguette",,,,,,,soda,olives,bourbon,cracker,heineken,ham,baguette
482,"avocado, cracker, artichok, heineken, ham, corned_b, baguette",,,,,,,avocado,cracker,artichok,heineken,ham,corned_b,baguette
483,"baguette, soda, hering, cracker, heineken, artichok, turkey",,,,,,,baguette,soda,hering,cracker,heineken,artichok,turkey
484,"baguette, soda, hering, cracker, heineken, chicken, ice_crea",,,,,,,baguette,soda,hering,cracker,heineken,chicken,ice_crea
485,"baguette, soda, hering, cracker, heineken, olives, avocado",,,,,,,baguette,soda,hering,cracker,heineken,olives,avocado
486,"corned_b, peppers, bourbon, cracker, chicken, avocado, sardines",,,,,,,corned_b,peppers,bourbon,cracker,chicken,avocado,sardines
487,"soda, olives, bourbon, cracker, heineken, peppers, avocado",,,,,,,soda,olives,bourbon,cracker,heineken,peppers,avocado
488,"hering, corned_b, apples, olives, steak, soda, avocado",,,,,,,hering,corned_b,apples,olives,steak,soda,avocado
489,"baguette, sardines, apples, peppers, avocado, artichok, artichok",,,,,,,baguette,sardines,apples,peppers,avocado,artichok,artichok
490,"hering, corned_b, olives, ham, turkey, chicken, coke",,,,,,,hering,corned_b,olives,ham,turkey,chicken,coke
491,"baguette, soda, hering, cracker, heineken, peppers, bourbon",,,,,,,baguette,soda,hering,cracker,heineken,peppers,bourbon
492,"hering, corned_b, olives, ham, turkey, apples, steak",,,,,,,hering,corned_b,olives,ham,turkey,apples,steak
493,"hering, corned_b, olives, ham, turkey, artichok, baguette",,,,,,,hering,corned_b,olives,ham,turkey,artichok,baguette
494,"baguette, soda, hering, cracker, heineken, bordeaux, ice_crea",,,,,,,baguette,soda,hering,cracker,heineken,bordeaux,ice_crea
495,"avocado, cracker, artichok, heineken, ham, apples, hering",,,,,,,avocado,cracker,artichok,heineken,ham,apples,hering
496,"olives, bourbon, coke, turkey, ice_crea, steak, steak",,,,,,,olives,bourbon,coke,turkey,ice_crea,steak,steak
497,"corned_b, peppers, bourbon, cracker, chicken, heineken, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,heineken,apples
498,"sardines, heineken, chicken, coke, ice_crea, corned_b, bourbon",,,,,,,sardines,heineken,chicken,coke,ice_crea,corned_b,bourbon
499,"avocado, cracker, artichok, heineken, ham, hering, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,hering,ice_crea
500,"baguette, hering, avocado, artichok, heineken, coke, steak",,,,,,,baguette,hering,avocado,artichok,heineken,coke,steak
501,"hering, corned_b, apples, olives, steak, bourbon, chicken",,,,,,,hering,corned_b,apples,olives,steak,bourbon,chicken
502,"baguette, hering, avocado, artichok, heineken, turkey, apples",,,,,,,baguette,hering,avocado,artichok,heineken,turkey,apples
503,"hering, corned_b, olives, ham, turkey, artichok, bourbon",,,,,,,hering,corned_b,olives,ham,turkey,artichok,bourbon
504,"hering, corned_b, olives, ham, turkey, soda, soda",,,,,,,hering,corned_b,olives,ham,turkey,soda,soda
505,"corned_b, peppers, bourbon, cracker, chicken, bordeaux, hering",,,,,,,corned_b,peppers,bourbon,cracker,chicken,bordeaux,hering
506,"corned_b, peppers, bourbon, cracker, chicken, artichok, coke",,,,,,,corned_b,peppers,bourbon,cracker,chicken,artichok,coke
507,"baguette, hering, avocado, artichok, heineken, apples, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,apples,corned_b
508,"hering, corned_b, olives, ham, turkey, heineken, artichok",,,,,,,hering,corned_b,olives,ham,turkey,heineken,artichok
509,"hering, corned_b, olives, ham, turkey, soda, apples",,,,,,,hering,corned_b,olives,ham,turkey,soda,apples
510,"olives, bourbon, coke, turkey, ice_crea, artichok, heineken",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,heineken
511,"olives, bourbon, coke, turkey, ice_crea, sardines, soda",,,,,,,olives,bourbon,coke,turkey,ice_crea,sardines,soda
512,"soda, olives, bourbon, cracker, heineken, turkey, sardines",,,,,,,soda,olives,bourbon,cracker,heineken,turkey,sardines
513,"baguette, hering, avocado, artichok, heineken, steak, steak",,,,,,,baguette,hering,avocado,artichok,heineken,steak,steak
514,"hering, corned_b, apples, olives, steak, peppers, baguette",,,,,,,hering,corned_b,apples,olives,steak,peppers,baguette
515,"sardines, heineken, chicken, coke, ice_crea, ham, baguette",,,,,,,sardines,heineken,chicken,coke,ice_crea,ham,baguette
516,"hering, corned_b, olives, ham, turkey, steak, chicken",,,,,,,hering,corned_b,olives,ham,turkey,steak,chicken
517,"baguette, soda, hering, cracker, heineken, turkey, steak",,,,,,,baguette,soda,hering,cracker,heineken,turkey,steak
518,"hering, corned_b, olives, ham, turkey, coke, sardines",,,,,,,hering,corned_b,olives,ham,turkey,coke,sardines
519,"baguette, sardines, apples, peppers, avocado, bourbon, bourbon",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,bourbon
520,"olives, bourbon, coke, turkey, ice_crea, bordeaux, corned_b",,,,,,,olives,bourbon,coke,turkey,ice_crea,bordeaux,corned_b
521,"baguette, soda, hering, cracker, heineken, avocado, avocado",,,,,,,baguette,soda,hering,cracker,heineken,avocado,avocado
522,"hering, corned_b, olives, ham, turkey, cracker, avocado",,,,,,,hering,corned_b,olives,ham,turkey,cracker,avocado
523,"baguette, soda, hering, cracker, heineken, peppers, peppers",,,,,,,baguette,soda,hering,cracker,heineken,peppers,peppers
524,"soda, olives, bourbon, cracker, heineken, artichok, peppers",,,,,,,soda,olives,bourbon,cracker,heineken,artichok,peppers
525,"baguette, sardines, apples, peppers, avocado, heineken, hering",,,,,,,baguette,sardines,apples,peppers,avocado,heineken,hering
526,"soda, olives, bourbon, cracker, heineken, sardines, peppers",,,,,,,soda,olives,bourbon,cracker,heineken,sardines,peppers
527,"baguette, hering, avocado, artichok, heineken, chicken, turkey",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,turkey
528,"baguette, soda, hering, cracker, heineken, peppers, ice_crea",,,,,,,baguette,soda,hering,cracker,heineken,peppers,ice_crea
529,"baguette, soda, hering, cracker, heineken, turkey, sardines",,,,,,,baguette,soda,hering,cracker,heineken,turkey,sardines
530,"baguette, sardines, apples, peppers, avocado, bourbon, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,ice_crea
531,"olives, bourbon, coke, turkey, ice_crea, steak, heineken",,,,,,,olives,bourbon,coke,turkey,ice_crea,steak,heineken
532,"avocado, cracker, artichok, heineken, ham, corned_b, sardines",,,,,,,avocado,cracker,artichok,heineken,ham,corned_b,sardines
533,"avocado, cracker, artichok, heineken, ham, hering, chicken",,,,,,,avocado,cracker,artichok,heineken,ham,hering,chicken
534,"hering, corned_b, olives, ham, turkey, artichok, baguette",,,,,,,hering,corned_b,olives,ham,turkey,artichok,baguette
535,"baguette, soda, hering, cracker, heineken, steak, chicken",,,,,,,baguette,soda,hering,cracker,heineken,steak,chicken
536,"hering, corned_b, olives, ham, turkey, peppers, sardines",,,,,,,hering,corned_b,olives,ham,turkey,peppers,sardines
537,"avocado, cracker, artichok, heineken, ham, apples, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,apples,ice_crea
538,"avocado, cracker, artichok, heineken, ham, corned_b, olives",,,,,,,avocado,cracker,artichok,heineken,ham,corned_b,olives
539,"avocado, cracker, artichok, heineken, ham, hering, peppers",,,,,,,avocado,cracker,artichok,heineken,ham,hering,peppers
540,"corned_b, peppers, bourbon, cracker, chicken, turkey, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,turkey,apples
541,"sardines, heineken, chicken, coke, ice_crea, apples, apples",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,apples
542,"baguette, hering, avocado, artichok, heineken, bordeaux, sardines",,,,,,,baguette,hering,avocado,artichok,heineken,bordeaux,sardines
543,"olives, bourbon, coke, turkey, ice_crea, artichok, ham",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,ham
544,"olives, bourbon, coke, turkey, ice_crea, steak, artichok",,,,,,,olives,bourbon,coke,turkey,ice_crea,steak,artichok
545,"baguette, hering, avocado, artichok, heineken, ham, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,ham,corned_b
546,"baguette, sardines, apples, peppers, avocado, corned_b, chicken",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,chicken
547,"avocado, cracker, artichok, heineken, ham, turkey, corned_b",,,,,,,avocado,cracker,artichok,heineken,ham,turkey,corned_b
548,"avocado, cracker, artichok, heineken, ham, sardines, corned_b",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,corned_b
549,"olives, bourbon, coke, turkey, ice_crea, soda, corned_b",,,,,,,olives,bourbon,coke,turkey,ice_crea,soda,corned_b
550,"baguette, soda, hering, cracker, heineken, sardines, avocado",,,,,,,baguette,soda,hering,cracker,heineken,sardines,avocado
551,"olives, bourbon, coke, turkey, ice_crea, bordeaux, ham",,,,,,,olives,bourbon,coke,turkey,ice_crea,bordeaux,ham
552,"avocado, cracker, artichok, heineken, ham, soda, steak",,,,,,,avocado,cracker,artichok,heineken,ham,soda,steak
553,"corned_b, peppers, bourbon, cracker, chicken, steak, turkey",,,,,,,corned_b,peppers,bourbon,cracker,chicken,steak,turkey
554,"hering, corned_b, olives, ham, turkey, artichok, avocado",,,,,,,hering,corned_b,olives,ham,turkey,artichok,avocado
555,"hering, corned_b, olives, ham, turkey, chicken, peppers",,,,,,,hering,corned_b,olives,ham,turkey,chicken,peppers
556,"baguette, hering, avocado, artichok, heineken, bourbon, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,bourbon,corned_b
557,"baguette, sardines, apples, peppers, avocado, steak, bourbon",,,,,,,baguette,sardines,apples,peppers,avocado,steak,bourbon
558,"olives, bourbon, coke, turkey, ice_crea, avocado, sardines",,,,,,,olives,bourbon,coke,turkey,ice_crea,avocado,sardines
559,"hering, corned_b, apples, olives, steak, artichok, chicken",,,,,,,hering,corned_b,apples,olives,steak,artichok,chicken
560,"baguette, sardines, apples, peppers, avocado, cracker, olives",,,,,,,baguette,sardines,apples,peppers,avocado,cracker,olives
561,"baguette, sardines, apples, peppers, avocado, hering, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,hering,cracker
562,"avocado, cracker, artichok, heineken, ham, steak, steak",,,,,,,avocado,cracker,artichok,heineken,ham,steak,steak
563,"hering, corned_b, olives, ham, turkey, avocado, artichok",,,,,,,hering,corned_b,olives,ham,turkey,avocado,artichok
564,"baguette, soda, hering, cracker, heineken, steak, artichok",,,,,,,baguette,soda,hering,cracker,heineken,steak,artichok
565,"hering, corned_b, apples, olives, steak, peppers, peppers",,,,,,,hering,corned_b,apples,olives,steak,peppers,peppers
566,"hering, corned_b, olives, ham, turkey, chicken, coke",,,,,,,hering,corned_b,olives,ham,turkey,chicken,coke
567,"baguette, soda, hering, cracker, heineken, ice_crea, chicken",,,,,,,baguette,soda,hering,cracker,heineken,ice_crea,chicken
568,"hering, corned_b, apples, olives, steak, coke, artichok",,,,,,,hering,corned_b,apples,olives,steak,coke,artichok
569,"hering, corned_b, olives, ham, turkey, steak, steak",,,,,,,hering,corned_b,olives,ham,turkey,steak,steak
570,"sardines, heineken, chicken, coke, ice_crea, turkey, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,turkey,ham
571,"olives, bourbon, coke, turkey, ice_crea, ham, peppers",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,peppers
572,"corned_b, peppers, bourbon, cracker, chicken, olives, turkey",,,,,,,corned_b,peppers,bourbon,cracker,chicken,olives,turkey
573,"soda, olives, bourbon, cracker, heineken, coke, ham",,,,,,,soda,olives,bourbon,cracker,heineken,coke,ham
574,"sardines, heineken, chicken, coke, ice_crea, avocado, baguette",,,,,,,sardines,heineken,chicken,coke,ice_crea,avocado,baguette
575,"soda, olives, bourbon, cracker, heineken, peppers, chicken",,,,,,,soda,olives,bourbon,cracker,heineken,peppers,chicken
576,"baguette, soda, hering, cracker, heineken, artichok, avocado",,,,,,,baguette,soda,hering,cracker,heineken,artichok,avocado
577,"corned_b, peppers, bourbon, cracker, chicken, hering, coke",,,,,,,corned_b,peppers,bourbon,cracker,chicken,hering,coke
578,"soda, olives, bourbon, cracker, heineken, ham, avocado",,,,,,,soda,olives,bourbon,cracker,heineken,ham,avocado
579,"baguette, soda, hering, cracker, heineken, artichok, peppers",,,,,,,baguette,soda,hering,cracker,heineken,artichok,peppers
580,"olives, bourbon, coke, turkey, ice_crea, steak, heineken",,,,,,,olives,bourbon,coke,turkey,ice_crea,steak,heineken
581,"sardines, heineken, chicken, coke, ice_crea, baguette, hering",,,,,,,sardines,heineken,chicken,coke,ice_crea,baguette,hering
582,"baguette, hering, avocado, artichok, heineken, peppers, ham",,,,,,,baguette,hering,avocado,artichok,heineken,peppers,ham
583,"avocado, cracker, artichok, heineken, ham, ice_crea, apples",,,,,,,avocado,cracker,artichok,heineken,ham,ice_crea,apples
584,"baguette, soda, hering, cracker, heineken, corned_b, sardines",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,sardines
585,"baguette, hering, avocado, artichok, heineken, chicken, cracker",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,cracker
586,"corned_b, peppers, bourbon, cracker, chicken, ice_crea, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,ice_crea,apples
587,"olives, bourbon, coke, turkey, ice_crea, artichok, apples",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,apples
588,"sardines, heineken, chicken, coke, ice_crea, cracker, soda",,,,,,,sardines,heineken,chicken,coke,ice_crea,cracker,soda
589,"soda, olives, bourbon, cracker, heineken, apples, sardines",,,,,,,soda,olives,bourbon,cracker,heineken,apples,sardines
590,"baguette, sardines, apples, peppers, avocado, turkey, ham",,,,,,,baguette,sardines,apples,peppers,avocado,turkey,ham
591,"baguette, hering, avocado, artichok, heineken, olives, chicken",,,,,,,baguette,hering,avocado,artichok,heineken,olives,chicken
592,"baguette, soda, hering, cracker, heineken, sardines, peppers",,,,,,,baguette,soda,hering,cracker,heineken,sardines,peppers
593,"baguette, hering, avocado, artichok, heineken, soda, chicken",,,,,,,baguette,hering,avocado,artichok,heineken,soda,chicken
594,"hering, corned_b, olives, ham, turkey, coke, cracker",,,,,,,hering,corned_b,olives,ham,turkey,coke,cracker
595,"baguette, sardines, apples, peppers, avocado, corned_b, soda",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,soda
596,"soda, olives, bourbon, cracker, heineken, bordeaux, ham",,,,,,,soda,olives,bourbon,cracker,heineken,bordeaux,ham
597,"avocado, cracker, artichok, heineken, ham, soda, bourbon",,,,,,,avocado,cracker,artichok,heineken,ham,soda,bourbon
598,"sardines, heineken, chicken, coke, ice_crea, hering, peppers",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,peppers
599,"baguette, hering, avocado, artichok, heineken, turkey, chicken",,,,,,,baguette,hering,avocado,artichok,heineken,turkey,chicken
600,"baguette, soda, hering, cracker, heineken, ice_crea, avocado",,,,,,,baguette,soda,hering,cracker,heineken,ice_crea,avocado
601,"avocado, cracker, artichok, heineken, ham, bordeaux, olives",,,,,,,avocado,cracker,artichok,heineken,ham,bordeaux,olives
602,"soda, olives, bourbon, cracker, heineken, apples, corned_b",,,,,,,soda,olives,bourbon,cracker,heineken,apples,corned_b
603,"corned_b, peppers, bourbon, cracker, chicken, sardines, ham",,,,,,,corned_b,peppers,bourbon,cracker,chicken,sardines,ham
604,"soda, olives, bourbon, cracker, heineken, corned_b, hering",,,,,,,soda,olives,bourbon,cracker,heineken,corned_b,hering
605,"corned_b, peppers, bourbon, cracker, chicken, baguette, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,baguette,apples
606,"corned_b, peppers, bourbon, cracker, chicken, heineken, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,heineken,apples
607,"sardines, heineken, chicken, coke, ice_crea, apples, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,ham
608,"olives, bourbon, coke, turkey, ice_crea, artichok, ham",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,ham
609,"hering, corned_b, apples, olives, steak, bourbon, peppers",,,,,,,hering,corned_b,apples,olives,steak,bourbon,peppers
610,"baguette, soda, hering, cracker, heineken, avocado, bourbon",,,,,,,baguette,soda,hering,cracker,heineken,avocado,bourbon
611,"baguette, soda, hering, cracker, heineken, chicken, peppers",,,,,,,baguette,soda,hering,cracker,heineken,chicken,peppers
612,"olives, bourbon, coke, turkey, ice_crea, bordeaux, heineken",,,,,,,olives,bourbon,coke,turkey,ice_crea,bordeaux,heineken
613,"sardines, heineken, chicken, coke, ice_crea, bourbon, artichok",,,,,,,sardines,heineken,chicken,coke,ice_crea,bourbon,artichok
614,"sardines, heineken, chicken, coke, ice_crea, bordeaux, hering",,,,,,,sardines,heineken,chicken,coke,ice_crea,bordeaux,hering
615,"avocado, cracker, artichok, heineken, ham, peppers, corned_b",,,,,,,avocado,cracker,artichok,heineken,ham,peppers,corned_b
616,"hering, corned_b, apples, olives, steak, sardines, turkey",,,,,,,hering,corned_b,apples,olives,steak,sardines,turkey
617,"hering, corned_b, olives, ham, turkey, chicken, apples",,,,,,,hering,corned_b,olives,ham,turkey,chicken,apples
618,"olives, bourbon, coke, turkey, ice_crea, artichok, cracker",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,cracker
619,"baguette, hering, avocado, artichok, heineken, corned_b, apples",,,,,,,baguette,hering,avocado,artichok,heineken,corned_b,apples
620,"soda, olives, bourbon, cracker, heineken, ice_crea, peppers",,,,,,,soda,olives,bourbon,cracker,heineken,ice_crea,peppers
621,"olives, bourbon, coke, turkey, ice_crea, hering, ham",,,,,,,olives,bourbon,coke,turkey,ice_crea,hering,ham
622,"sardines, heineken, chicken, coke, ice_crea, cracker, baguette",,,,,,,sardines,heineken,chicken,coke,ice_crea,cracker,baguette
623,"avocado, cracker, artichok, heineken, ham, apples, chicken",,,,,,,avocado,cracker,artichok,heineken,ham,apples,chicken
624,"baguette, sardines, apples, peppers, avocado, bourbon, artichok",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,artichok
625,"baguette, soda, hering, cracker, heineken, apples, steak",,,,,,,baguette,soda,hering,cracker,heineken,apples,steak
626,"soda, olives, bourbon, cracker, heineken, baguette, artichok",,,,,,,soda,olives,bourbon,cracker,heineken,baguette,artichok
627,"hering, corned_b, olives, ham, turkey, peppers, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,peppers,ice_crea
628,"hering, corned_b, olives, ham, turkey, bourbon, sardines",,,,,,,hering,corned_b,olives,ham,turkey,bourbon,sardines
629,"corned_b, peppers, bourbon, cracker, chicken, baguette, heineken",,,,,,,corned_b,peppers,bourbon,cracker,chicken,baguette,heineken
630,"hering, corned_b, olives, ham, turkey, baguette, apples",,,,,,,hering,corned_b,olives,ham,turkey,baguette,apples
631,"baguette, hering, avocado, artichok, heineken, olives, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,olives,corned_b
632,"avocado, cracker, artichok, heineken, ham, turkey, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,turkey,ice_crea
633,"hering, corned_b, apples, olives, steak, cracker, sardines",,,,,,,hering,corned_b,apples,olives,steak,cracker,sardines
634,"avocado, cracker, artichok, heineken, ham, apples, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,apples,ice_crea
635,"hering, corned_b, olives, ham, turkey, ice_crea, sardines",,,,,,,hering,corned_b,olives,ham,turkey,ice_crea,sardines
636,"baguette, sardines, apples, peppers, avocado, bourbon, bourbon",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,bourbon
637,"olives, bourbon, coke, turkey, ice_crea, chicken, cracker",,,,,,,olives,bourbon,coke,turkey,ice_crea,chicken,cracker
638,"baguette, hering, avocado, artichok, heineken, bourbon, steak",,,,,,,baguette,hering,avocado,artichok,heineken,bourbon,steak
639,"hering, corned_b, olives, ham, turkey, heineken, soda",,,,,,,hering,corned_b,olives,ham,turkey,heineken,soda
640,"baguette, soda, hering, cracker, heineken, corned_b, ice_crea",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,ice_crea
641,"hering, corned_b, apples, olives, steak, bordeaux, artichok",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,artichok
642,"baguette, soda, hering, cracker, heineken, steak, steak",,,,,,,baguette,soda,hering,cracker,heineken,steak,steak
643,"sardines, heineken, chicken, coke, ice_crea, corned_b, peppers",,,,,,,sardines,heineken,chicken,coke,ice_crea,corned_b,peppers
644,"hering, corned_b, apples, olives, steak, chicken, turkey",,,,,,,hering,corned_b,apples,olives,steak,chicken,turkey
645,"hering, corned_b, olives, ham, turkey, avocado, steak",,,,,,,hering,corned_b,olives,ham,turkey,avocado,steak
646,"olives, bourbon, coke, turkey, ice_crea, hering, artichok",,,,,,,olives,bourbon,coke,turkey,ice_crea,hering,artichok
647,"avocado, cracker, artichok, heineken, ham, ice_crea, bourbon",,,,,,,avocado,cracker,artichok,heineken,ham,ice_crea,bourbon
648,"baguette, hering, avocado, artichok, heineken, cracker, chicken",,,,,,,baguette,hering,avocado,artichok,heineken,cracker,chicken
649,"sardines, heineken, chicken, coke, ice_crea, hering, bourbon",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,bourbon
650,"olives, bourbon, coke, turkey, ice_crea, heineken, cracker",,,,,,,olives,bourbon,coke,turkey,ice_crea,heineken,cracker
651,"hering, corned_b, apples, olives, steak, artichok, avocado",,,,,,,hering,corned_b,apples,olives,steak,artichok,avocado
652,"baguette, hering, avocado, artichok, heineken, apples, soda",,,,,,,baguette,hering,avocado,artichok,heineken,apples,soda
653,"olives, bourbon, coke, turkey, ice_crea, cracker, baguette",,,,,,,olives,bourbon,coke,turkey,ice_crea,cracker,baguette
654,"hering, corned_b, apples, olives, steak, artichok, ice_crea",,,,,,,hering,corned_b,apples,olives,steak,artichok,ice_crea
655,"soda, olives, bourbon, cracker, heineken, steak, hering",,,,,,,soda,olives,bourbon,cracker,heineken,steak,hering
656,"baguette, sardines, apples, peppers, avocado, steak, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,steak,cracker
657,"baguette, hering, avocado, artichok, heineken, chicken, apples",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,apples
